patch_id,true_label,prediction,confidence,correct
8409,4,4,0.9999977350234985,1
11086,7,7,0.9872655868530273,1
17122,5,5,0.9980359673500061,1
3555,2,2,0.9999611377716064,1
19437,4,4,0.7052270174026489,1
594,9,9,0.9918395280838013,1
21863,3,3,0.9932007193565369,1
19765,5,5,0.9939571619033813,1
16909,2,2,0.9922478199005127,1
21154,7,7,0.9990818500518799,1
18615,7,7,0.9737303256988525,1
18171,7,7,0.9999004602432251,1
24434,5,5,0.9271103739738464,1
9664,0,0,0.9840710163116455,1
2013,5,5,0.984031081199646,1
13537,4,0,0.7950006723403931,0
23942,9,6,0.4774041771888733,0
12415,4,4,0.829109787940979,1
13735,0,0,0.9996875524520874,1
6873,1,1,0.9993669390678406,1
16233,2,2,0.9885815978050232,1
13108,5,5,0.6117852926254272,1
18114,7,7,0.9979113936424255,1
25318,0,6,0.5220319032669067,0
22387,7,7,0.9438474774360657,1
19911,7,7,0.9109463691711426,1
9953,2,2,0.9932479858398438,1
18500,1,1,0.9992400407791138,1
12463,2,5,0.49930164217948914,0
12143,8,8,0.9723692536354065,1
14588,8,8,0.9878755211830139,1
22152,2,2,0.8073070645332336,1
16563,4,4,0.6674357056617737,1
25225,9,9,0.9601818919181824,1
1161,2,2,0.592094898223877,1
9891,5,5,0.8103179335594177,1
18833,2,2,0.9671343564987183,1
6162,2,2,0.9459400773048401,1
22638,0,0,0.9106423854827881,1
6112,6,6,0.7007846832275391,1
24259,9,9,0.9541723132133484,1
18029,2,2,0.9907440543174744,1
13233,0,0,0.9613447785377502,1
22560,3,3,0.42149364948272705,1
17100,7,7,0.9883481860160828,1
13394,7,7,0.9800562262535095,1
25173,3,7,0.37509167194366455,0
17342,4,4,0.9989628791809082,1
5881,1,1,0.9464195966720581,1
16982,3,9,0.5151510834693909,0
12959,2,2,0.9932042360305786,1
3410,2,2,0.9991803765296936,1
1939,2,2,0.999980092048645,1
13563,4,2,0.4072275161743164,0
9659,4,1,0.86268550157547,0
23588,9,9,0.9905565977096558,1
12156,9,9,0.5507256984710693,1
24790,4,4,0.4154195189476013,1
894,8,8,0.7313687205314636,1
13738,7,7,0.9891230463981628,1
20555,5,5,0.9258332848548889,1
20457,3,1,0.5334107279777527,0
24842,3,5,0.6707261204719543,0
11390,9,9,0.581709623336792,1
2665,9,9,0.9593779444694519,1
24741,8,8,0.7365642786026001,1
17634,8,3,0.30483242869377136,0
16599,1,1,0.9614343643188477,1
19330,7,7,0.832298219203949,1
3257,1,1,0.9923691749572754,1
1114,9,9,0.9998236298561096,1
11738,8,8,0.8750631213188171,1
13077,8,8,0.9996845722198486,1
5168,3,3,0.5949554443359375,1
26013,8,8,0.9069671630859375,1
5611,7,7,0.9964191913604736,1
9389,6,6,0.9259782433509827,1
25070,2,2,0.9998888969421387,1
11322,8,8,0.9202805757522583,1
3051,0,0,0.7541460394859314,1
18770,4,5,0.23707009851932526,0
14692,2,2,0.9885588884353638,1
4561,5,5,0.9107570648193359,1
16994,0,0,0.9999828338623047,1
4156,5,5,0.2804676294326782,1
5884,1,2,0.784071683883667,0
18233,0,0,0.9868309497833252,1
17044,6,6,0.9931561350822449,1
18857,6,6,0.767584502696991,1
21917,9,9,0.6809069514274597,1
5054,3,9,0.9098111391067505,0
7882,4,4,0.9506915211677551,1
15688,4,4,0.9999622106552124,1
5612,8,8,0.9713512659072876,1
13934,9,9,0.9279491901397705,1
16689,2,2,0.9965797066688538,1
23844,6,6,0.9758618474006653,1
7944,7,7,0.9559895992279053,1
11370,8,8,0.9941500425338745,1
24569,1,1,0.9999350309371948,1
7529,5,5,0.9423408508300781,1
5092,2,2,0.990648090839386,1
20673,2,2,0.9999905824661255,1
10096,7,7,0.8812524080276489,1
2059,3,3,0.8799740672111511,1
19318,0,0,0.9998251795768738,1
12977,8,0,0.5284209847450256,0
17673,0,0,0.8824508786201477,1
18750,0,0,0.9381227493286133,1
16728,3,3,0.9444975852966309,1
14776,8,8,0.9485191702842712,1
6941,9,9,0.9813066720962524,1
16787,6,8,0.6622467637062073,0
25932,5,5,0.9741376638412476,1
614,0,0,0.7035570740699768,1
25690,5,5,0.8463050723075867,1
25968,5,5,0.9907276630401611,1
20123,3,3,0.8946858048439026,1
13341,5,5,0.8962544202804565,1
24697,4,4,0.9998233914375305,1
15157,6,6,0.67548668384552,1
23115,1,1,0.5075390338897705,1
6396,0,0,0.9992092847824097,1
19142,4,4,0.8436639308929443,1
13157,3,3,0.8313889503479004,1
19866,1,1,0.9800968766212463,1
25996,8,8,0.9995172023773193,1
25515,7,1,0.9306278824806213,0
12876,0,0,0.9935296177864075,1
17565,6,6,0.9944005608558655,1
17511,4,4,0.516706109046936,1
19996,0,0,0.9990057349205017,1
12807,1,1,0.9997603297233582,1
11001,9,9,0.9790186882019043,1
13107,0,0,0.999813973903656,1
12641,6,6,0.998336136341095,1
22667,5,5,0.9962552785873413,1
7310,7,7,0.9709200263023376,1
764,1,1,0.8815539479255676,1
14813,4,4,0.9961771965026855,1
7132,2,2,0.9993545413017273,1
23884,1,1,0.41736283898353577,1
22735,8,8,0.9828463196754456,1
12483,2,2,0.9890673756599426,1
10442,6,6,0.8156458735466003,1
3733,8,8,0.9985514283180237,1
20089,4,4,0.978050947189331,1
20411,4,4,0.7868386507034302,1
10695,4,1,0.5010012984275818,0
11992,2,2,0.9999351501464844,1
20712,7,7,0.9655033946037292,1
6518,8,8,0.917963981628418,1
6015,9,9,0.856620192527771,1
8396,5,2,0.736994743347168,0
12097,9,9,0.9973338842391968,1
12565,2,2,0.9851342439651489,1
22474,4,4,0.5577639937400818,1
25110,9,9,0.9950529932975769,1
8275,8,8,0.991800844669342,1
3871,1,1,0.7868070006370544,1
24639,2,2,0.998618483543396,1
15979,3,3,0.7562288641929626,1
24513,6,6,0.9961844086647034,1
10926,7,7,0.943773627281189,1
25564,0,0,0.8196684122085571,1
2118,0,0,0.8774727582931519,1
4358,9,2,0.4232473373413086,0
5674,8,8,0.34547844529151917,1
3397,7,7,0.999609649181366,1
5183,7,7,0.9524653553962708,1
7505,9,9,0.9998828172683716,1
17539,0,0,0.9231228828430176,1
23918,6,5,0.6687463521957397,0
19449,2,2,0.9993246793746948,1
18599,3,3,0.6872599124908447,1
8175,8,6,0.595028281211853,0
18412,7,7,0.980809211730957,1
20667,1,1,0.9763685464859009,1
8672,9,9,0.8419427871704102,1
22087,1,1,0.9999966621398926,1
6910,2,2,0.9995457530021667,1
19205,3,5,0.603410542011261,0
10581,3,3,0.9698299169540405,1
14516,4,4,0.6527607440948486,1
22602,4,4,0.9525601863861084,1
1944,0,0,0.9496193528175354,1
19718,0,2,0.5862725973129272,0
15599,7,7,0.9934478402137756,1
16766,9,9,0.9734308123588562,1
12317,5,5,0.6478337049484253,1
6275,6,6,0.7816137671470642,1
14332,3,3,0.7072959542274475,1
25615,8,8,0.9899469017982483,1
7680,7,7,0.9999731779098511,1
22105,7,7,0.9986496567726135,1
19179,5,5,0.8291653990745544,1
22379,5,5,0.9166939854621887,1
11796,0,0,0.9950913190841675,1
16929,0,0,0.9998494386672974,1
20580,2,5,0.3862554728984833,0
21272,7,7,0.7733740210533142,1
12963,4,4,0.9960554838180542,1
15648,9,9,0.9509285688400269,1
10831,6,6,0.9968576431274414,1
12228,3,3,0.925363302230835,1
2242,7,9,0.7744849324226379,0
25443,3,3,0.999998927116394,1
23913,1,1,0.9822725057601929,1
18452,1,1,0.9916238188743591,1
12210,0,0,0.9995972514152527,1
3532,6,6,0.507533073425293,1
13678,9,9,0.9959076642990112,1
21370,5,8,0.5757516026496887,0
23728,9,9,0.9999327659606934,1
7460,0,0,0.9992283582687378,1
25354,2,2,0.9956803321838379,1
18984,8,8,0.9882301092147827,1
12422,6,6,0.9997861981391907,1
7413,4,4,0.5447512865066528,1
